"","geoid10","m0009w","m1019w","m2029w","m3039w","m4049w","m5059w","m6069w","m70upw","f0009w","f1019w","f2029w","f3039w","f4049w","f5059w","f6069w","f70upw","m0009b","m1019b","m2029b","m3039b","m4049b","m5059b","m6069b","m70upb","f0009b","f1019b","f2029b","f3039b","f4049b","f5059b","f6069b","f70upb","m0009a","m1019a","m2029a","m3039a","m4049a","m5059a","m6069a","m70upa","f0009a","f1019a","f2029a","f3039a","f4049a","f5059a","f6069a","f70upa","m0009o","m1019o","m2029o","m3039o","m4049o","m5059o","m6069o","m70upo","f0009o","f1019o","f2029o","f3039o","f4049o","f5059o","f6069o","f70upo","m0009h","m1019h","m2029h","m3039h","m4049h","m5059h","m6069h","m70uph","f0009h","f1019h","f2029h","f3039h","f4049h","f5059h","f6069h","f70uph"
"239",13051002100,5,10,72,33,16,4,8,2,2,8,67,21,14,8,5,4,119,157,123,111,124,140,86,72,141,159,123,117,138,147,124,142,2,0,2,2,0,0,0,0,1,0,1,1,1,0,0,0,8,4,4,3,1,1,1,0,9,5,5,3,3,1,1,3,9,1,8,3,4,1,0,0,3,2,7,4,0,1,0,1
"240",13051002200,37,20,46,50,46,50,50,33,33,15,48,53,40,55,54,63,246,306,196,145,172,178,128,77,228,292,254,230,263,250,206,152,0,2,4,2,0,3,0,0,2,2,3,2,2,1,2,0,17,3,9,2,3,3,1,2,13,2,9,6,6,4,1,2,19,5,10,11,4,3,2,1,12,7,13,4,7,2,3,0
"241",13051002300,2,3,12,9,1,13,2,0,0,0,10,8,5,7,0,0,131,165,116,89,95,135,74,57,158,153,167,113,143,122,71,130,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,4,3,0,3,1,2,1,5,8,4,3,3,4,0,3,1,0,4,2,1,2,0,0,0,2,1,1,0,1,0,0
"242",13051002600,30,11,105,50,38,30,20,7,28,13,91,49,29,25,13,10,53,53,56,42,64,70,55,34,35,64,63,43,67,72,72,57,0,0,8,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,4,1,2,3,0,0,0,2,9,2,1,1,1,2,1,0,8,2,1,2,0,0,4,5,10,5,1,2,0,2
"243",13051002700,17,5,62,47,29,18,11,11,8,9,79,36,27,20,14,6,171,159,180,130,151,149,120,102,173,190,163,121,170,223,175,171,0,0,2,1,0,1,1,0,0,0,3,0,1,0,0,1,4,6,4,4,1,2,1,3,5,6,4,2,4,2,0,1,3,5,4,7,1,2,0,0,2,1,7,4,1,4,1,0
"244",13051002800,3,11,165,26,18,18,11,7,7,17,116,11,15,17,8,8,175,201,182,121,166,159,108,80,177,186,171,157,148,198,130,143,0,2,10,0,0,0,0,0,0,1,14,3,1,0,4,0,3,7,6,1,0,3,1,0,1,2,9,2,2,4,1,0,6,3,10,8,3,2,2,1,4,10,17,6,2,4,0,0
"245",13051002900,156,87,173,203,226,178,160,89,142,96,193,234,182,211,183,129,13,14,21,9,12,6,7,3,13,12,15,12,16,11,10,4,1,2,7,3,2,4,0,0,1,2,5,6,2,3,2,1,8,6,7,1,0,5,1,0,6,6,10,3,3,2,1,2,6,5,3,7,8,5,2,0,5,5,4,6,2,6,0,0
"246",13051003000,72,55,123,152,125,99,70,44,74,61,138,171,119,141,93,69,6,7,14,8,11,7,9,5,9,13,14,7,13,11,12,7,2,1,2,2,3,0,1,0,0,3,6,5,1,1,2,0,3,2,2,5,1,3,1,1,5,4,3,1,0,2,0,0,8,7,15,4,4,4,2,0,9,5,8,3,6,1,3,1
"247",13051003301,2,3,0,2,0,2,0,0,1,2,0,2,3,0,0,0,119,124,111,73,108,120,60,105,124,129,99,92,118,149,105,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
"248",13051003302,0,3,1,1,1,0,0,0,0,1,1,0,1,0,1,0,83,90,73,78,99,90,75,119,84,113,86,81,96,123,140,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",13051003400,78,50,204,173,127,131,84,110,78,71,194,157,117,113,99,275,99,145,155,91,109,125,95,88,116,125,127,92,123,151,151,167,3,3,14,5,3,2,0,1,2,2,8,5,2,3,2,4,11,8,7,7,4,1,0,2,8,4,6,5,4,4,0,2,2,6,19,4,8,2,1,5,4,4,11,6,9,2,4,4
"250",13051003501,18,21,42,57,45,37,20,28,15,18,49,52,37,44,39,37,176,136,143,97,102,118,62,38,181,170,164,130,146,172,107,82,0,0,3,1,2,0,2,1,1,3,2,1,3,2,2,0,7,5,6,3,3,3,0,0,4,6,2,4,5,1,5,1,11,7,11,8,5,2,5,0,10,2,11,5,3,1,0,2
"251",13051003502,62,51,106,92,88,96,72,88,61,44,96,84,79,114,80,123,180,208,125,115,127,131,71,29,175,189,143,148,195,156,97,51,0,2,2,3,2,1,2,0,1,2,4,2,1,1,2,1,9,5,6,6,0,2,2,1,7,0,6,2,2,1,0,0,8,5,19,8,8,5,1,2,7,7,6,4,7,2,0,1
"252",13051003601,23,13,18,26,24,41,31,32,19,12,18,33,19,31,38,45,222,226,153,92,106,118,66,45,202,195,168,171,187,160,106,81,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,3,1,1,1,2,5,1,0,3,1,6,4,2,2,2,0,7,6,9,9,5,3,0,0,3,3,4,3,1,3,1,0
"253",13051003602,46,24,121,91,71,113,72,56,56,37,111,89,83,117,76,105,239,289,211,166,182,172,103,53,227,269,222,225,221,231,140,87,2,11,13,7,5,8,3,3,6,5,21,9,9,8,3,3,15,8,5,5,1,1,0,0,15,10,18,6,2,3,2,3,12,9,13,11,7,3,0,2,10,5,19,5,10,5,2,1
"254",13051003700,10,6,34,35,23,27,17,20,10,10,35,25,14,29,17,28,63,102,77,61,53,60,30,15,76,81,63,72,81,97,29,20,0,0,4,2,1,1,2,1,1,0,4,1,0,1,2,0,10,2,3,3,3,0,2,0,4,4,0,1,2,0,0,1,2,2,6,2,3,0,0,1,4,1,4,2,1,2,0,0
"255",13051003800,21,9,26,25,25,26,13,25,15,9,31,26,16,24,22,33,137,152,117,75,82,91,63,41,144,144,149,121,105,130,108,55,1,4,1,0,2,1,1,0,1,1,1,0,3,1,1,0,4,6,3,3,1,0,1,0,6,8,1,3,1,2,0,0,3,2,4,1,2,0,0,0,6,2,1,2,2,0,1,0
"256",13051003900,64,69,71,96,78,115,67,111,60,56,75,77,97,109,92,228,156,187,113,102,102,107,50,26,146,187,133,152,158,145,72,36,0,2,6,1,5,6,3,7,0,4,4,2,2,7,6,3,7,9,5,2,2,0,3,1,16,6,8,2,3,1,0,1,10,7,8,6,6,3,0,1,10,6,4,6,4,0,1,1
"257",13051004001,151,144,157,127,165,187,159,252,138,142,132,134,161,214,188,511,76,86,89,49,54,52,49,22,105,76,82,72,77,85,63,43,5,10,17,6,4,3,4,5,0,9,10,6,5,9,5,2,15,9,9,0,1,2,1,5,12,8,5,4,3,2,5,0,15,10,18,13,10,8,4,2,8,8,13,6,6,6,3,8
"258",13051004002,78,80,195,122,125,113,105,130,80,68,204,115,88,144,155,284,92,59,143,84,58,69,26,16,54,50,172,59,74,69,29,21,11,14,20,9,12,4,7,0,6,14,21,21,14,8,2,0,19,9,7,3,1,2,2,1,16,6,17,4,2,3,4,3,27,13,42,23,13,12,2,3,35,18,38,20,13,8,3,4
"259",13051004100,59,70,87,93,81,105,67,87,62,75,84,75,102,112,95,164,33,45,28,24,15,15,14,5,36,39,30,21,26,23,13,10,3,9,0,4,6,6,1,1,2,9,2,9,7,3,2,0,10,6,1,0,1,1,3,0,14,6,2,2,1,1,2,0,2,6,6,2,3,0,3,1,6,3,12,5,4,0,3,0
"260",13051004207,25,16,99,45,37,45,43,102,28,29,116,42,32,68,63,233,171,149,151,96,101,74,55,29,164,134,258,143,136,135,82,46,12,10,12,18,13,5,5,3,13,10,18,18,15,16,9,7,24,7,14,6,3,5,4,2,12,4,18,9,6,3,5,3,49,30,91,64,34,9,5,4,42,17,58,25,16,8,5,4
"261",13051004208,76,59,212,107,96,103,96,115,81,63,206,117,103,134,126,169,166,173,194,135,104,80,61,27,161,201,225,175,157,129,71,74,5,7,9,7,8,9,0,3,4,17,13,8,17,9,4,7,15,8,25,7,5,9,1,2,17,17,17,4,7,7,0,0,35,31,68,44,32,11,4,4,54,19,63,36,20,15,9,5
"262",13051004209,86,54,165,81,79,62,67,56,51,55,189,65,71,86,61,76,120,116,211,71,81,44,34,10,118,98,261,123,76,80,40,23,4,4,5,3,0,0,1,0,3,4,3,7,5,7,1,2,15,10,15,8,3,1,2,1,14,13,15,8,6,4,2,1,29,9,30,23,13,8,1,1,19,8,31,9,3,6,5,3
"263",13051004210,60,62,116,101,109,105,85,69,41,59,150,89,93,116,97,108,229,216,194,141,102,90,46,29,226,196,275,177,161,128,62,36,6,8,12,9,11,10,5,1,8,4,10,7,10,15,5,1,24,15,8,12,8,5,3,2,23,17,8,10,5,5,3,3,40,29,62,36,21,10,6,4,29,18,33,22,19,4,1,0
"264",13051004211,99,102,214,147,153,190,137,126,98,96,161,137,158,190,147,208,145,187,141,108,107,121,60,35,128,194,135,135,142,147,65,61,7,7,11,7,8,13,5,1,5,2,10,11,7,22,9,11,20,10,12,15,4,2,3,2,34,12,15,10,7,5,4,2,39,22,29,20,19,14,4,6,25,27,32,18,19,13,9,7
"265",13051004212,99,192,263,147,152,203,164,162,106,236,341,131,175,235,196,237,51,134,180,58,72,75,41,19,67,221,259,64,92,93,63,39,14,17,30,16,18,27,7,3,14,13,29,17,24,29,9,7,10,18,16,3,9,3,4,0,10,21,20,10,4,10,7,4,25,34,47,18,14,10,9,6,18,23,32,21,13,13,8,3
"266",13051004300,160,133,406,69,29,3,0,0,169,74,173,82,26,10,2,1,90,91,221,55,17,1,1,0,83,41,78,46,16,3,0,0,7,3,7,0,2,0,0,0,0,3,9,3,6,0,0,0,35,17,19,5,3,0,0,0,21,10,13,16,4,3,0,0,54,29,62,19,8,1,0,0,71,26,45,22,10,1,1,0
"267",13051004400,4,0,3,2,1,4,0,0,1,0,3,1,1,1,1,0,247,176,153,88,109,95,65,58,238,179,196,145,152,156,117,101,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,4,1,0,0,0,0,4,5,1,0,0,2,0,1,2,0,2,0,1,0,0,3,3,0,1,1,0,1,0,1
"268",13051004500,2,4,8,7,5,4,2,3,1,3,3,5,4,2,3,1,241,309,247,147,256,235,184,173,237,295,218,216,250,292,249,280,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,3,2,2,6,1,1,2,3,2,8,3,4,4,5,1,2,11,8,24,15,6,4,1,0,8,5,14,8,3,1,0,1
"269",13051010101,7,11,7,12,8,23,35,34,7,10,9,7,15,34,30,46,113,51,19,6,5,7,2,2,129,45,86,40,28,28,21,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
"270",13051010102,66,51,119,116,113,141,130,84,51,43,97,100,93,164,115,159,99,507,592,65,57,55,37,37,115,571,693,89,79,93,52,94,11,7,6,11,11,7,4,6,6,5,11,15,4,9,7,6,16,6,11,5,2,2,3,0,9,19,16,7,2,1,2,2,33,16,37,26,12,5,3,1,33,31,32,17,13,5,2,1
"271",13051010200,104,85,106,93,111,135,88,82,79,61,102,109,101,147,100,160,175,207,139,102,153,124,107,70,176,230,159,146,208,188,124,94,3,1,6,6,2,7,1,4,3,6,4,4,5,6,2,4,12,5,7,4,3,2,2,1,6,9,6,1,2,2,0,0,16,10,10,7,5,5,3,0,7,8,13,7,6,4,1,3
"272",13051010501,90,115,446,219,255,219,108,73,96,97,349,144,157,165,121,100,62,233,466,289,219,123,42,11,45,89,123,73,71,51,26,11,2,0,23,23,4,5,1,0,2,4,43,15,2,4,4,1,16,13,19,16,10,8,3,1,14,7,20,10,10,4,1,1,151,70,247,178,79,48,9,1,125,49,140,86,37,21,10,4
"273",13051010502,40,38,71,57,63,73,57,44,44,36,58,57,62,72,67,61,269,233,155,103,110,112,68,31,294,219,265,203,175,185,87,50,1,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,10,7,3,6,3,0,0,0,8,10,9,5,4,0,1,0,18,7,5,9,3,5,1,0,19,5,7,10,1,2,0,0
"274",13051010601,68,56,95,79,107,96,95,114,58,45,82,64,109,110,113,142,190,178,139,117,127,131,85,52,191,185,160,179,165,165,112,71,0,1,2,3,7,3,3,1,2,1,3,4,5,6,0,1,9,8,8,3,1,5,2,0,8,8,10,6,2,6,0,1,67,33,101,78,40,19,1,2,55,25,62,47,23,19,1,4
"275",13051010603,48,31,78,44,65,72,55,61,46,62,63,47,64,71,59,63,63,36,57,43,53,34,20,7,46,67,52,63,48,24,22,18,1,5,4,1,4,3,1,0,0,2,9,2,4,6,0,0,9,4,1,3,3,1,1,2,2,3,4,4,2,1,0,2,10,8,17,7,13,8,2,1,8,8,14,3,5,6,1,1
"276",13051010605,1,0,0,3,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"277",13051010700,601,324,1164,1076,706,553,316,146,607,315,1090,800,453,487,326,274,379,452,759,608,464,252,92,28,398,361,430,473,352,183,85,49,47,24,79,59,40,21,12,7,30,16,70,55,47,36,11,12,73,27,25,38,22,13,5,1,77,37,44,29,14,12,6,7,172,69,156,144,76,32,18,6,122,73,130,102,51,29,11,7
"278",13051010801,165,142,123,153,151,160,122,100,138,109,129,150,143,161,138,108,13,7,12,13,20,16,10,5,21,15,18,8,20,14,10,4,0,2,3,3,1,1,2,0,3,3,2,2,6,1,2,2,6,8,4,3,1,3,2,0,4,6,4,1,2,4,0,0,19,7,20,15,7,2,1,0,11,7,11,14,9,2,4,0
"279",13051010802,370,209,342,384,276,283,206,88,310,219,376,402,267,314,166,111,215,222,106,202,137,79,32,10,189,201,141,246,169,103,37,20,16,13,13,23,14,5,4,0,16,8,18,15,13,10,5,2,32,15,12,14,9,3,7,3,32,14,18,15,1,7,9,1,69,35,34,50,23,9,5,3,46,23,31,40,29,11,7,0
"280",13051010803,381,380,397,481,448,441,313,243,385,339,429,480,472,504,384,332,196,262,146,137,214,115,44,15,195,236,143,210,239,147,62,44,12,13,16,19,16,16,8,3,18,9,19,21,23,15,4,8,35,26,6,12,8,6,5,0,44,32,13,19,9,5,7,2,82,57,60,64,35,22,9,1,74,37,47,65,36,17,7,6
"281",13051010806,170,119,401,192,178,207,134,60,155,131,436,222,176,189,121,92,135,126,168,111,102,84,44,23,106,113,178,122,126,102,43,28,7,18,16,17,9,12,5,5,7,11,17,14,20,22,11,3,27,21,21,10,2,2,5,0,31,23,31,17,5,5,1,1,48,22,57,34,14,10,5,3,35,26,54,37,16,12,5,4
"282",13051010807,231,179,301,247,233,180,95,70,210,168,296,262,230,188,105,86,123,140,110,96,106,101,56,23,117,131,144,133,130,108,61,27,17,13,11,26,20,9,4,3,18,13,22,24,21,23,3,3,20,20,10,15,6,6,3,1,24,23,22,6,4,8,2,1,25,28,42,15,33,9,4,3,44,18,40,30,24,21,3,5
"283",13051010808,293,206,452,358,284,270,218,126,273,203,486,343,265,308,215,145,284,284,196,233,198,123,60,28,298,263,261,314,236,163,82,44,20,15,13,32,18,18,6,2,12,15,23,34,28,16,4,7,52,20,26,17,5,5,5,3,58,27,28,15,6,15,1,3,116,61,120,104,45,23,8,5,116,70,113,71,25,31,8,0
"284",13051010809,351,207,368,392,343,355,302,153,320,248,443,387,371,401,318,191,234,282,156,202,202,158,95,37,232,291,216,277,256,204,103,48,40,30,25,40,41,29,17,11,42,26,32,61,51,35,20,10,41,19,24,14,16,5,1,1,52,17,24,16,9,7,4,0,90,51,103,99,40,22,13,6,85,53,85,76,38,17,10,7
"285",13051010901,67,40,120,103,74,102,89,104,57,33,147,88,84,125,116,264,174,138,141,98,91,62,22,19,175,136,240,154,159,89,65,50,4,4,13,6,5,6,3,1,3,5,12,5,6,8,4,4,10,12,12,7,4,5,1,1,12,8,15,8,8,2,1,2,67,46,90,50,31,4,6,3,65,40,68,41,21,15,8,7
"286",13051011003,248,286,254,271,350,437,316,220,252,270,251,256,398,465,317,250,42,79,34,33,45,40,36,17,48,63,37,39,54,49,50,32,4,13,9,5,10,11,4,3,7,12,5,11,9,16,3,6,12,11,10,6,6,6,4,1,10,15,3,10,4,6,4,1,45,33,131,91,29,10,5,5,67,27,58,36,13,7,4,4
"287",13051011004,194,244,131,172,205,331,211,168,206,213,115,183,263,368,223,237,2,2,1,4,3,6,10,4,4,3,3,3,5,10,5,3,3,1,1,3,1,2,3,4,12,2,1,4,3,2,7,0,4,4,0,0,1,1,0,1,4,3,3,2,0,2,1,0,3,3,2,3,2,5,4,0,5,5,7,2,10,3,2,2
"288",13051011005,149,134,41,90,155,241,592,720,133,134,43,124,163,334,662,640,2,2,0,2,1,4,2,0,1,4,1,1,2,3,1,0,7,9,3,2,6,9,6,4,5,8,3,5,7,12,11,5,4,7,0,1,0,1,1,2,3,3,0,1,1,1,1,1,4,9,1,2,4,3,5,4,3,4,2,4,4,4,5,3
"289",13051011006,120,92,43,77,144,181,386,626,101,110,59,99,141,258,504,694,1,1,2,0,1,2,5,6,2,3,1,4,3,6,7,1,3,4,3,2,5,3,6,1,1,3,2,3,6,5,4,1,6,5,1,1,2,1,3,1,2,4,0,1,1,1,0,0,2,2,1,3,3,5,4,2,3,4,2,2,5,5,3,6
"290",13051011103,92,98,144,118,206,315,317,195,103,103,107,104,225,379,324,247,1,1,5,2,11,12,10,14,1,1,0,5,9,7,6,10,2,2,2,1,4,0,2,3,2,1,1,2,4,4,2,4,4,2,2,5,4,5,4,1,2,2,1,3,3,6,3,1,4,4,2,2,4,3,4,2,5,1,6,2,1,4,3,3
"291",13051011104,235,228,291,305,324,349,274,175,241,202,291,313,359,400,298,231,23,15,10,19,11,23,18,4,17,17,15,16,14,17,16,7,7,9,7,11,14,7,6,3,15,12,8,18,13,13,9,3,14,11,7,6,2,1,3,3,17,11,9,5,6,2,3,1,22,32,14,31,19,5,0,2,13,16,14,30,11,4,3,4
"292",13051011106,256,253,343,289,308,260,197,117,213,252,466,288,302,314,180,155,51,24,52,37,38,30,15,7,30,44,50,40,37,31,15,7,19,22,21,34,30,23,17,7,25,28,38,18,36,24,17,6,15,18,11,3,7,2,2,0,14,9,20,3,7,3,2,1,14,11,22,12,8,7,6,2,21,11,25,18,11,8,1,2
"293",13051011107,115,161,112,119,214,287,193,186,111,153,102,140,218,305,208,208,8,12,13,7,7,7,10,4,8,11,12,6,9,11,13,1,4,10,4,3,4,9,8,1,3,7,8,5,10,7,4,2,3,4,1,1,4,3,2,0,5,3,1,1,4,1,2,1,4,4,3,9,0,2,7,2,3,4,0,6,6,3,3,2
"294",13051011108,179,196,143,178,260,222,148,90,162,182,128,209,262,244,176,85,0,4,3,3,3,4,8,5,0,4,5,1,10,10,10,3,3,7,1,2,6,5,4,1,4,2,7,5,6,7,2,3,3,1,1,2,1,1,1,1,3,6,1,2,0,4,1,0,12,12,4,6,7,8,2,1,7,11,4,8,11,4,2,1
"295",13051011109,342,377,337,320,423,482,365,280,327,337,335,352,497,561,392,370,10,18,27,12,16,12,17,7,14,11,23,14,15,17,14,11,16,8,8,12,14,12,6,5,17,7,14,10,14,19,6,5,18,9,7,7,3,5,5,0,12,17,14,9,6,9,1,0,16,16,5,11,11,4,2,1,11,13,13,12,16,5,4,4
"296",13051011200,19,26,278,100,69,65,100,45,14,43,357,101,35,95,96,34,19,14,24,9,22,24,2,2,19,8,26,16,11,7,2,4,0,1,17,2,0,2,2,0,0,3,36,2,1,1,3,2,0,4,5,0,1,2,1,0,0,1,13,2,1,0,0,0,1,3,21,9,6,0,1,1,1,3,47,6,2,4,1,0
"297",13051011300,15,30,269,83,45,39,15,5,11,39,345,53,25,31,18,12,110,80,91,69,56,71,54,19,111,79,102,76,59,70,39,41,0,0,17,7,3,1,1,0,0,1,30,6,1,0,0,0,4,0,11,3,1,3,0,0,2,2,10,2,2,0,0,0,3,3,39,7,4,2,1,0,4,4,26,5,1,1,1,0
"298",13051011400,22,24,280,89,65,33,25,18,9,27,255,48,42,30,22,22,37,41,56,26,43,64,66,66,37,32,58,30,49,45,74,148,0,1,10,2,0,1,0,0,2,3,13,3,0,1,0,0,0,1,11,4,3,1,3,0,4,1,13,1,1,1,1,1,0,5,17,4,1,5,4,0,3,7,22,3,1,2,1,2
"299",13051011500,84,99,104,94,135,159,156,76,86,109,94,102,130,231,157,110,46,48,30,22,41,51,33,28,37,37,40,46,51,61,40,40,3,2,1,3,3,1,1,1,2,1,3,5,3,4,2,2,9,7,2,0,1,1,1,1,9,4,6,0,2,4,2,0,3,2,5,6,5,2,2,1,15,4,3,2,4,5,4,3
"300",13051011600,4,3,3,4,3,5,4,2,2,2,7,1,3,4,3,7,174,179,135,69,129,133,83,80,157,135,146,118,149,128,108,128,0,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,1,0,5,2,2,0,4,3,1,2,14,5,62,29,13,3,1,1,10,3,21,6,1,0,0,0
"301",13051980000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302",13051990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",13103030100,165,173,135,173,196,210,152,86,137,163,144,168,197,212,129,101,45,53,24,25,31,35,32,29,28,59,23,45,49,46,43,21,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,7,5,1,1,6,4,0,3,4,3,0,1,3,2,1,3,3,3,1,4,2,0,1,1,5,4,1,3,2,1,1,0
"304",13103030202,297,324,243,292,294,256,189,131,286,310,254,290,292,265,174,157,77,86,48,59,69,54,29,28,76,101,61,70,74,71,42,25,0,1,3,0,3,0,0,1,0,0,0,1,3,1,0,1,9,18,4,1,4,1,1,3,12,9,3,4,6,1,2,3,13,10,9,6,12,3,0,0,22,14,7,5,7,3,2,3
"305",13103030203,552,563,515,569,552,442,277,182,550,525,422,487,581,469,279,270,54,99,211,132,71,60,21,20,55,71,34,49,59,42,28,24,3,2,2,4,1,2,1,1,2,2,3,3,2,2,2,1,16,17,10,4,6,9,0,0,17,32,8,7,9,4,4,2,40,26,17,24,13,10,8,0,21,22,23,24,12,5,0,2
"306",13103030204,174,159,135,156,153,129,109,81,143,150,118,160,149,143,113,79,82,105,65,55,56,73,38,34,113,130,57,74,86,80,55,44,4,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,13,15,1,4,0,5,3,0,11,6,1,5,4,2,1,2,12,3,10,6,6,4,0,3,22,9,4,5,3,2,3,0
"307",13103030301,297,360,187,231,388,317,179,85,242,364,206,261,391,292,153,91,19,23,11,10,18,17,4,2,13,28,10,16,23,14,4,4,1,1,1,0,1,1,1,1,1,0,3,5,7,6,3,0,9,13,3,6,2,2,1,1,18,14,1,6,5,4,3,0,16,14,3,12,4,5,1,0,13,1,11,4,6,5,1,0
"308",13103030303,134,183,104,137,171,168,83,52,144,164,105,160,170,128,92,75,5,14,4,8,6,4,7,1,13,9,8,6,7,5,2,0,0,1,0,0,1,0,0,0,0,1,2,0,1,1,0,0,4,1,3,0,2,2,2,1,0,1,1,1,1,2,1,1,8,9,8,4,4,0,0,1,2,6,3,4,4,1,0,0
"309",13103030304,429,466,260,427,411,326,207,135,343,430,340,451,412,347,254,209,118,116,68,92,103,49,50,11,106,142,80,107,104,95,34,29,4,2,0,2,5,2,3,1,7,2,7,4,6,2,5,3,33,24,13,12,10,8,2,0,20,24,11,12,15,8,1,1,40,41,29,33,19,11,5,0,38,25,25,20,14,9,3,2
"310",13103030305,420,458,309,410,451,385,243,122,409,399,341,435,490,391,236,148,119,124,69,62,72,63,25,11,108,129,111,113,93,58,27,14,9,24,10,10,19,10,3,4,11,21,15,20,20,7,12,3,39,18,16,15,7,5,2,0,30,20,17,13,11,3,4,1,43,32,32,24,25,8,4,4,33,18,26,30,15,18,5,0
"311",13103030401,291,301,208,295,366,288,222,125,317,299,242,298,369,293,241,132,20,21,20,14,16,15,12,7,15,23,7,16,24,21,10,16,0,2,0,0,2,0,1,0,4,1,2,5,2,2,3,0,15,8,8,6,6,8,4,5,8,10,3,5,5,3,6,3,14,10,7,9,6,4,1,1,11,4,6,5,5,1,2,1
"312",13103030402,338,415,251,315,401,347,188,124,342,398,240,351,436,324,216,149,18,25,6,8,18,7,9,1,9,20,7,10,21,10,4,0,5,0,2,2,5,1,3,0,4,5,2,3,6,4,2,0,5,9,6,5,2,8,1,2,7,10,2,7,4,4,5,2,17,29,3,16,12,8,0,0,13,16,7,8,7,6,2,2
"313",13109970100,138,126,120,112,148,140,127,97,136,100,126,120,136,170,117,98,47,50,34,29,35,25,19,12,30,39,26,28,44,28,11,13,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,2,0,1,0,2,5,1,1,2,2,1,2,5,85,66,56,65,29,15,6,9,91,42,45,61,19,8,8,5
"314",13109970200,135,136,133,118,166,167,135,133,138,161,122,127,190,182,168,216,83,106,63,58,59,60,46,35,93,84,66,69,72,65,60,66,1,3,2,3,1,3,1,0,3,3,1,3,6,1,3,0,11,2,4,4,2,1,0,2,6,4,2,2,2,0,3,3,57,26,64,45,13,5,5,1,62,21,50,24,14,6,2,0
"315",13109970300,102,80,122,110,122,122,118,87,88,89,137,127,114,143,99,130,136,123,127,111,109,92,40,33,118,100,138,107,110,123,65,78,1,1,0,2,3,0,1,0,2,1,3,5,2,0,2,0,4,1,3,1,1,2,2,1,5,1,2,2,2,2,1,0,55,34,59,47,30,9,5,3,71,27,37,28,22,4,1,4
"316",13127000101,34,25,49,40,61,92,134,92,42,22,44,40,64,124,150,95,1,0,1,2,3,4,1,2,1,1,4,2,2,2,3,5,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,1,1,0,1,2,0,0,1,1,5,2,1,3,0,1,1,0,0,2,2,4,1,2,1,0,1,0,1,2,0,2,2,1
"317",13127000102,117,102,117,142,162,215,255,221,105,104,116,127,180,272,328,294,3,4,11,10,5,11,7,7,3,4,2,0,10,15,10,17,1,4,2,0,2,3,1,1,2,5,4,3,5,2,2,0,0,2,1,1,1,2,1,1,3,3,2,1,1,5,2,0,4,8,10,6,6,4,6,4,6,11,3,7,8,4,10,1
"318",13127000200,174,206,143,190,284,368,325,281,169,239,139,206,315,468,430,435,1,3,6,4,2,10,6,8,7,6,6,2,5,8,10,10,2,2,3,3,4,1,2,1,3,3,0,4,3,5,1,0,5,3,0,0,5,3,3,0,2,5,4,4,3,5,2,2,9,4,3,4,5,2,1,5,7,11,8,4,3,6,5,3
